"id","signup_date","loyalty","location","gender","age","favorite_movie_line","number_of_purchases","value_of_purchases","total_standard_points","total_points_redeemed","first_order_date","last_order_date","time_between_purchases","average_order_value","time_to_first_purchase"
15895,"2013-08-01","enrolled","SF",NA,NA,"Stella!  Hey, Stella!",2,4372,430,0,"2013-09-11","2013-12-13",67,2186,41
15896,"2013-08-01","control","SF","A","young","What we've got here is failure to communicate.",1,210,0,0,"2013-08-27","2013-08-27",26,210,26
15897,"2013-08-01","control","LA",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15898,"2013-08-01","control","LA",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15899,"2013-08-01","control",NA,NA,"young",NA,7,7220,0,0,"2013-08-13","2013-11-11",14.5714285714286,1031.42857142857,12
15900,"2013-08-01","control","LA",NA,"youthful","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15901,"2013-08-01","enrolled",NA,NA,NA,"Who's on first.",14,51885,5120,0,"2013-08-02","2013-12-15",9.71428571428571,3706.07142857143,1
15902,"2013-08-01","enrolled","LA","B","oldish",NA,1,2366,230,0,"2013-08-21","2013-08-21",20,2366,20
15903,"2013-08-01","control","LA",NA,NA,NA,12,24347,0,0,"2013-09-13","2013-12-27",12.3333333333333,2028.91666666667,43
15904,"2013-08-01","control","SF",NA,NA,NA,7,23893,0,0,"2013-08-04","2013-11-24",16.4285714285714,3413.28571428571,3
15905,"2013-08-01","enrolled",NA,NA,NA,"E.T. phone home.",26,77039,7530,5000,"2013-08-02","2013-12-13",5.15384615384615,2963.03846153846,1
15906,"2013-08-01","control",NA,NA,"young","I'm walking here!  I'm walking here!",1,2026,0,0,"2013-10-11","2013-10-11",71,2026,71
15907,"2013-08-01","enrolled",NA,"B",NA,NA,4,5212,510,0,"2013-08-06","2013-12-25",36.5,1303,5
15908,"2013-08-01","enrolled",NA,NA,"youthful",NA,6,7540,720,0,"2013-08-08","2013-12-18",23.1666666666667,1256.66666666667,7
15909,"2013-08-01","control",NA,NA,NA,NA,1,1226,0,0,"2013-08-24","2013-08-24",23,1226,23
15910,"2013-08-01","control",NA,"D","wise","Keep your friends close, but your enemies closer.",1,1057,0,0,"2013-12-14","2013-12-14",135,1057,135
15911,"2013-08-01","enrolled","LA",NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15912,"2013-08-02","enrolled",NA,"A",NA,NA,3,11836,1170,0,"2013-09-03","2013-12-08",42.6666666666667,3945.33333333333,32
15913,"2013-08-02","control",NA,"B","young",NA,20,33473,0,0,"2013-08-04","2013-12-18",6.9,1673.65,2
15914,"2013-08-02","control",NA,"B","youthful","My mother thanks you. My father thanks you. My sister thanks you. And I thank you.",1,3396,0,0,"2013-10-21","2013-10-21",80,3396,80
15915,"2013-08-02","enrolled",NA,NA,"oldish",NA,1,2285,220,0,"2013-12-30","2013-12-30",150,2285,150
15916,"2013-08-02","control","LA","D","oldish",NA,2,9850,0,0,"2013-10-04","2013-12-16",68,4925,63
15917,"2013-08-02","control","NY",NA,NA,"Here's looking at you, kid.",16,23594,0,0,"2013-08-19","2013-12-25",9.0625,1474.625,17
15918,"2013-08-02","control",NA,"B",NA,NA,1,0,0,0,"2013-12-09","2013-12-09",129,0,129
15919,"2013-08-02","control",NA,NA,"oldish",NA,1,4510,0,0,"2013-08-02","2013-08-02",0,4510,0
15920,"2013-08-02","enrolled","SF",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15921,"2013-08-02","control","LA","D",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15922,"2013-08-02","enrolled","LA",NA,NA,"I'll be back.",2,4818,480,0,"2013-10-16","2013-10-30",44.5,2409,75
15923,"2013-08-02","enrolled",NA,NA,"wise",NA,0,0,0,0,NA,NA,NA,NA,NA
15924,"2013-08-02","control","LA","B",NA,NA,1,1000,0,0,"2013-08-20","2013-08-20",18,1000,18
15925,"2013-08-02","control",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15926,"2013-08-02","enrolled","SF",NA,"wise",NA,10,21676,2130,0,"2013-09-06","2013-12-15",13.5,2167.6,35
15927,"2013-08-02","enrolled",NA,NA,"young",NA,11,15726,1520,0,"2013-08-02","2013-12-17",12.4545454545455,1429.63636363636,0
15928,"2013-08-02","enrolled",NA,NA,"wise",NA,0,0,0,0,NA,NA,NA,NA,NA
15929,"2013-08-02","enrolled","SF","B",NA,"Play it, Sam.  Play 'As Time Goes By.'",7,3861,360,0,"2013-08-24","2013-11-17",15.2857142857143,551.571428571429,22
15930,"2013-08-02","enrolled",NA,NA,"young","You don't understand!  I coulda had class. I coulda been a contender. I could've been somebody, instead of a bum, which is what I am.",14,24743,2400,0,"2013-08-04","2013-12-18",9.85714285714286,1767.35714285714,2
15931,"2013-08-02","enrolled","NY",NA,"wise","It's alive!  It's alive!",4,3487,320,0,"2013-08-02","2013-12-22",35.5,871.75,0
15932,"2013-08-02","control","SF",NA,NA,NA,7,6602,0,0,"2013-09-09","2013-12-30",21.4285714285714,943.142857142857,38
15933,"2013-08-02","enrolled","LA",NA,"oldish","I have always depended on the kindness of strangers.",1,3274,320,0,"2013-10-29","2013-10-29",88,3274,88
15934,"2013-08-02","control","LA","C","oldish",NA,0,0,0,0,NA,NA,NA,NA,NA
15935,"2013-08-02","enrolled","LA","A",NA,NA,1,2084,200,0,"2013-11-23","2013-11-23",113,2084,113
15936,"2013-08-03","control",NA,"D",NA,"Here's Johnny!",1,4567,0,0,"2013-10-12","2013-10-12",70,4567,70
15937,"2013-08-03","control","LA",NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15938,"2013-08-03","control","NY",NA,"youthful","There's no place like home. ",1,9522,0,0,"2013-11-28","2013-11-28",117,9522,117
15939,"2013-08-03","enrolled",NA,NA,"young",NA,5,7530,730,0,"2013-10-09","2013-12-20",27.8,1506,67
15940,"2013-08-03","control","NY",NA,"oldish",NA,0,0,0,0,NA,NA,NA,NA,NA
15941,"2013-08-03","control",NA,"C","youthful","They're here!",19,64772,0,0,"2013-08-04","2013-12-21",7.36842105263158,3409.05263157895,1
15942,"2013-08-03","enrolled",NA,"C","wise",NA,0,0,0,0,NA,NA,NA,NA,NA
15943,"2013-08-03","enrolled",NA,NA,NA,NA,1,3815,380,0,"2013-10-19","2013-10-19",77,3815,77
15944,"2013-08-03","enrolled","LA",NA,"oldish","We'll always have Paris.",1,1942,190,0,"2013-11-18","2013-11-18",107,1942,107
15945,"2013-08-03","enrolled",NA,NA,"young",NA,2,1812,170,0,"2013-09-24","2013-12-09",64,906,52
15946,"2013-08-03","enrolled",NA,NA,"wise","If you build it, he will come.",11,16958,1650,0,"2013-09-09","2013-12-26",13.1818181818182,1541.63636363636,37
15947,"2013-08-03","enrolled","NY","D",NA,NA,5,31515,3120,0,"2013-08-12","2013-12-26",29,6303,9
15948,"2013-08-03","enrolled",NA,"C","wise",NA,0,0,0,0,NA,NA,NA,NA,NA
15949,"2013-08-03","enrolled",NA,"D","young",NA,1,1731,170,0,"2013-09-20","2013-09-20",48,1731,48
15950,"2013-08-03","control",NA,"C",NA,NA,13,39650,0,0,"2013-08-11","2013-12-15",10.3076923076923,3050,8
15951,"2013-08-03","enrolled","NY",NA,NA,NA,2,3922,380,0,"2013-10-04","2013-12-10",64.5,1961,62
15952,"2013-08-03","enrolled",NA,NA,"wise",NA,14,15423,1470,0,"2013-08-27","2013-12-14",9.5,1101.64285714286,24
15953,"2013-08-03","control",NA,"A",NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15954,"2013-08-03","enrolled",NA,NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15955,"2013-08-03","control","SF",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15956,"2013-08-03","enrolled","LA","D",NA,"It's alive!  It's alive!",6,9658,930,0,"2013-09-12","2013-11-24",18.8333333333333,1609.66666666667,40
15957,"2013-08-03","control",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15958,"2013-08-03","enrolled","NY",NA,"wise",NA,0,0,0,0,NA,NA,NA,NA,NA
15959,"2013-08-03","enrolled",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15960,"2013-08-03","enrolled",NA,NA,"young",NA,1,1225,120,0,"2013-12-04","2013-12-04",123,1225,123
15961,"2013-08-03","control",NA,NA,NA,"Wait a minute, wait a minute.  You ain't heard nothin' yet!",5,7654,0,0,"2013-08-09","2013-11-30",23.8,1530.8,6
15962,"2013-08-03","control",NA,"B",NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15963,"2013-08-03","enrolled","LA","B","young","Attica! Attica!",3,4295,420,0,"2013-08-16","2013-12-25",48,1431.66666666667,13
15964,"2013-08-04","enrolled",NA,NA,NA,"Rosebud.",3,11472,1130,0,"2013-09-14","2013-11-15",34.3333333333333,3824,41
15965,"2013-08-04","control","NY","B",NA,NA,4,24806,0,0,"2013-08-11","2013-11-13",25.25,6201.5,7
15966,"2013-08-04","enrolled",NA,NA,"youthful",NA,15,34757,3400,0,"2013-08-04","2013-12-12",8.66666666666667,2317.13333333333,0
15967,"2013-08-04","control","SF",NA,NA,"Elementary, my dear Watson.",1,4564,0,0,"2013-11-29","2013-11-29",117,4564,117
15968,"2013-08-04","enrolled",NA,"B",NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15969,"2013-08-04","control",NA,"C",NA,NA,1,1655,0,0,"2013-11-23","2013-11-23",111,1655,111
15970,"2013-08-04","enrolled","NY",NA,NA,"Hello, gorgeous.",4,9120,880,0,"2013-08-07","2013-12-05",30.75,2280,3
15971,"2013-08-04","control","SF",NA,"wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15972,"2013-08-04","enrolled",NA,NA,"oldish","I'll be back.",8,9067,870,0,"2013-09-04","2013-12-21",17.375,1133.375,31
15973,"2013-08-04","control",NA,"A","wise",NA,0,0,0,0,NA,NA,NA,NA,NA
15974,"2013-08-04","control",NA,NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15975,"2013-08-04","control",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15976,"2013-08-04","enrolled",NA,NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15977,"2013-08-04","enrolled",NA,"A",NA,"They call me Mister Tibbs!",1,715,70,0,"2013-12-30","2013-12-30",148,715,148
15978,"2013-08-04","enrolled","LA",NA,NA,NA,1,1301,130,0,"2013-10-29","2013-10-29",86,1301,86
15979,"2013-08-04","enrolled",NA,NA,"wise",NA,0,0,0,0,NA,NA,NA,NA,NA
15980,"2013-08-04","enrolled","NY",NA,"youthful","Tell 'em to go out there with all they got and win just one for the Gipper.",24,44537,4330,0,"2013-08-13","2013-12-30",6.16666666666667,1855.70833333333,9
15981,"2013-08-04","control","LA","C",NA,"My mother thanks you. My father thanks you. My sister thanks you. And I thank you.",4,9374,0,0,"2013-09-26","2013-12-18",34,2343.5,53
15982,"2013-08-04","enrolled",NA,NA,NA,"What we've got here is failure to communicate.",2,3855,380,0,"2013-08-16","2013-11-06",47,1927.5,12
15983,"2013-08-04","control",NA,NA,"youthful",NA,1,2443,0,0,"2013-08-06","2013-08-06",2,2443,2
15984,"2013-08-04","control",NA,NA,"oldish",NA,1,3672,0,0,"2013-12-09","2013-12-09",127,3672,127
15985,"2013-08-04","control","NY",NA,NA,NA,6,9523,0,0,"2013-08-23","2013-12-04",20.3333333333333,1587.16666666667,19
15986,"2013-08-04","control",NA,"D",NA,NA,7,35265,0,0,"2013-08-06","2013-12-29",21,5037.85714285714,2
15987,"2013-08-04","enrolled","NY","C","young","Greed, for lack of a better word, is good.",4,5714,560,0,"2013-08-29","2013-11-25",28.25,1428.5,25
15988,"2013-08-04","control","SF",NA,NA,"Hello, gorgeous.",20,53654,0,0,"2013-08-20","2013-12-29",7.35,2682.7,16
15989,"2013-08-04","control",NA,NA,"wise",NA,1,916,0,0,"2013-11-11","2013-11-11",99,916,99
15990,"2013-08-04","control","SF","B",NA,"Who's on first.",1,590,0,0,"2013-08-29","2013-08-29",25,590,25
15991,"2013-08-04","enrolled",NA,"C",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15992,"2013-08-04","control",NA,"C",NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
15993,"2013-08-04","enrolled",NA,NA,NA,"Toga!  Toga!",1,881,80,0,"2013-10-10","2013-10-10",67,881,67
15994,"2013-08-04","control","LA",NA,"youthful","Fasten your seatbelts. It's going to be a bumpy night.",2,11904,0,0,"2013-08-14","2013-11-16",52,5952,10
15995,"2013-08-05","enrolled",NA,"A","wise",NA,0,0,0,0,NA,NA,NA,NA,NA
15996,"2013-08-05","enrolled","NY","A",NA,"Cinderella story.  Outta nowhere.  A former greenskeeper, now, about to  become the Masters champion.  It looks like a mirac...It's in the hole!  It's in the hole!  It's in the hole!",13,17507,1680,0,"2013-08-05","2013-12-27",11.0769230769231,1346.69230769231,0
15997,"2013-08-05","control",NA,"B",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
15998,"2013-08-05","control","LA",NA,NA,NA,2,7222,0,0,"2013-08-10","2013-12-03",60,3611,5
15999,"2013-08-05","control",NA,"B",NA,NA,1,2504,0,0,"2013-08-16","2013-08-16",11,2504,11
16000,"2013-08-05","control",NA,NA,"oldish",NA,0,0,0,0,NA,NA,NA,NA,NA
16001,"2013-08-05","control","NY",NA,"young",NA,1,2905,0,0,"2013-11-16","2013-11-16",103,2905,103
16002,"2013-08-05","control","LA",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
16003,"2013-08-05","control","SF",NA,"wise",NA,0,0,0,0,NA,NA,NA,NA,NA
16004,"2013-08-05","control",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
16005,"2013-08-05","control",NA,NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
16006,"2013-08-05","control",NA,"C","young","What we've got here is failure to communicate.",10,13621,0,0,"2013-08-13","2013-12-27",14.4,1362.1,8
16007,"2013-08-05","control","LA","A",NA,"After all, tomorrow is another day!",2,3415,0,0,"2013-09-29","2013-11-24",55.5,1707.5,55
16008,"2013-08-05","control",NA,"D","oldish","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
16009,"2013-08-05","control","LA",NA,"young",NA,1,1791,0,0,"2013-09-30","2013-09-30",56,1791,56
16010,"2013-08-05","enrolled","LA",NA,"wise",NA,0,0,0,0,NA,NA,NA,NA,NA
16011,"2013-08-05","enrolled",NA,NA,"oldish","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
16012,"2013-08-05","enrolled",NA,"A",NA,NA,1,2058,200,0,"2013-11-17","2013-11-17",104,2058,104
16013,"2013-08-05","enrolled",NA,"A","oldish",NA,4,6717,660,0,"2013-08-09","2013-12-11",32,1679.25,4
16014,"2013-08-05","enrolled","LA","D","oldish",NA,1,4250,420,0,"2013-12-28","2013-12-28",145,4250,145
16015,"2013-08-05","enrolled",NA,NA,NA,NA,1,4530,450,0,"2013-08-09","2013-08-09",4,4530,4
16016,"2013-08-05","control","SF","C",NA,"You're gonna need a bigger boat.",1,1134,0,0,"2013-11-19","2013-11-19",106,1134,106
16017,"2013-08-05","enrolled","LA",NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
16018,"2013-08-05","control",NA,"C","youthful",NA,1,11173,0,0,"2013-10-25","2013-10-25",81,11173,81
16019,"2013-08-05","control",NA,"A",NA,NA,1,1362,0,0,"2013-09-25","2013-09-25",51,1362,51
16020,"2013-08-05","enrolled","LA","C","youthful","You don't understand!  I coulda had class. I coulda been a contender. I could've been somebody, instead of a bum, which is what I am.",3,22434,2230,0,"2013-09-27","2013-12-24",47,7478,53
16021,"2013-08-05","enrolled","SF",NA,NA,NA,3,7496,730,0,"2013-08-05","2013-11-27",38,2498.66666666667,0
16022,"2013-08-05","enrolled","NY",NA,NA,"Why don't you come up sometime and see me?",1,3525,350,0,"2013-12-07","2013-12-07",124,3525,124
16023,"2013-08-05","control",NA,NA,"oldish","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
16024,"2013-08-05","enrolled","LA",NA,"youthful","As God is my witness, I'll never be hungry again.",6,34743,3450,0,"2013-08-25","2013-12-16",22.1666666666667,5790.5,20
16025,"2013-08-05","control",NA,NA,"young",NA,2,2598,0,0,"2013-08-30","2013-09-18",22,1299,25
16026,"2013-08-05","enrolled","SF",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
16027,"2013-08-05","control",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
16028,"2013-08-05","enrolled",NA,"C",NA,"You can't handle the truth!",4,15057,1490,0,"2013-08-16","2013-12-11",32,3764.25,11
16029,"2013-08-05","enrolled",NA,NA,"wise",NA,6,17749,1740,0,"2013-09-09","2013-12-30",24.5,2958.16666666667,35
16030,"2013-08-06","enrolled",NA,NA,NA,"Snap out of it!",5,22159,2190,0,"2013-09-01","2013-12-10",25.2,4431.8,26
16031,"2013-08-06","enrolled","LA","A",NA,"Well, here's another nice mess you've gotten me into!",3,4253,400,0,"2013-10-06","2013-12-30",48.6666666666667,1417.66666666667,61
16032,"2013-08-06","enrolled",NA,"B",NA,"What we've got here is failure to communicate.",2,455,40,0,"2013-09-10","2013-10-17",36,227.5,35
16033,"2013-08-06","control",NA,NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
16034,"2013-08-06","control",NA,"C",NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
16035,"2013-08-06","enrolled","NY",NA,NA,"Say ""hello"" to my little friend!",24,21765,2080,0,"2013-08-24","2013-12-26",5.91666666666667,906.875,18
16036,"2013-08-06","enrolled","NY",NA,"youthful","Play it, Sam.  Play 'As Time Goes By.'",3,7009,690,0,"2013-10-06","2013-12-10",42,2336.33333333333,61
16037,"2013-08-06","enrolled","NY","D","youthful",NA,3,12111,1190,0,"2013-10-08","2013-11-07",31,4037,63
16038,"2013-08-06","enrolled",NA,"D",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
16039,"2013-08-06","enrolled",NA,NA,"young","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
16040,"2013-08-06","control",NA,"D",NA,"A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.",8,9015,0,0,"2013-08-09","2013-12-27",17.875,1126.875,3
16041,"2013-08-06","control",NA,NA,NA,NA,2,2803,0,0,"2013-08-25","2013-09-19",22,1401.5,19
16042,"2013-08-06","control","SF",NA,"oldish","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
16043,"2013-08-06","control",NA,NA,"youthful",NA,12,51298,0,0,"2013-08-24","2013-12-29",12.0833333333333,4274.83333333333,18
16044,"2013-08-06","enrolled",NA,NA,"wise",NA,0,0,0,0,NA,NA,NA,NA,NA
16045,"2013-08-06","enrolled",NA,NA,"wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
16046,"2013-08-06","control","SF","A",NA,"Shane.  Shane.  Come back!",2,973,0,0,"2013-10-09","2013-12-24",70,486.5,64
16047,"2013-08-06","control",NA,NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
16048,"2013-08-06","enrolled",NA,NA,NA,"A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.",4,4855,460,0,"2013-08-09","2013-10-06",15.25,1213.75,3
16049,"2013-08-06","enrolled","LA",NA,"oldish",NA,2,3370,330,0,"2013-08-18","2013-11-28",57,1685,12
16050,"2013-08-06","control","NY","D","wise","Forget it, Jake, it's Chinatown.",1,1473,0,0,"2013-10-30","2013-10-30",85,1473,85
16051,"2013-08-06","control",NA,NA,NA,NA,2,4480,0,0,"2013-08-19","2013-09-20",22.5,2240,13
16052,"2013-08-06","control",NA,"B",NA,"You talking to me?",1,2409,0,0,"2013-09-10","2013-09-10",35,2409,35
16053,"2013-08-06","enrolled",NA,"C",NA,"Go ahead, make my day.",1,205,20,0,"2013-11-23","2013-11-23",109,205,109
16054,"2013-08-06","control",NA,NA,"youthful",NA,2,3499,0,0,"2013-10-28","2013-12-02",59,1749.5,83
16055,"2013-08-06","control",NA,"C",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
16056,"2013-08-07","enrolled",NA,"C","oldish",NA,3,9531,930,0,"2013-09-18","2013-09-29",17.6666666666667,3177,42
16057,"2013-08-07","control",NA,NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
16058,"2013-08-07","enrolled","LA","A",NA,"Here's looking at you, kid.",24,56971,5530,5000,"2013-08-09","2013-12-28",5.95833333333333,2373.79166666667,2
16059,"2013-08-07","control",NA,NA,NA,NA,8,7355,0,0,"2013-08-27","2013-12-16",16.375,919.375,20
16060,"2013-08-07","enrolled","LA",NA,"youthful","You don't understand!  I coulda had class. I coulda been a contender. I could've been somebody, instead of a bum, which is what I am.",1,6402,640,0,"2013-08-08","2013-08-08",1,6402,1
16061,"2013-08-07","enrolled",NA,"B","oldish","Badges? We ain't got no badges! We don't need no badges! I don't have to show you any stinking badges!",1,2535,250,0,"2013-09-27","2013-09-27",51,2535,51
16062,"2013-08-07","enrolled",NA,"B",NA,NA,13,31896,3130,0,"2013-08-23","2013-12-22",10.5384615384615,2453.53846153846,16
16063,"2013-08-07","enrolled",NA,"C","youthful",NA,2,5554,550,0,"2013-08-17","2013-11-13",49,2777,10
16064,"2013-08-07","enrolled",NA,"A",NA,NA,3,7991,770,0,"2013-09-15","2013-12-30",48.3333333333333,2663.66666666667,39
16065,"2013-08-07","control",NA,"C","wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
16066,"2013-08-07","enrolled",NA,NA,"oldish","Carpe diem.  Seize the day, boys.  Make your lives extraordinary.",2,5247,520,0,"2013-09-10","2013-12-27",71,2623.5,34
16067,"2013-08-07","enrolled","LA",NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
16068,"2013-08-07","enrolled",NA,NA,NA,NA,1,4277,420,0,"2013-12-27","2013-12-27",142,4277,142
16069,"2013-08-07","enrolled","NY","D",NA,"Who's on first.",5,20158,1990,0,"2013-09-06","2013-12-18",26.6,4031.6,30
16070,"2013-08-07","control","NY","C","oldish","Frankly, my dear, I don't give a damn.",15,32620,0,0,"2013-08-15","2013-12-23",9.2,2174.66666666667,8
16071,"2013-08-07","enrolled","LA","A","oldish",NA,1,1489,140,0,"2013-10-31","2013-10-31",85,1489,85
16072,"2013-08-07","enrolled","NY",NA,"oldish","Why don't you come up sometime and see me?",5,28165,2790,0,"2013-08-08","2013-11-13",19.6,5633,1
16073,"2013-08-07","enrolled",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
16074,"2013-08-07","control",NA,NA,"wise","I'm walking here!  I'm walking here!",1,926,0,0,"2013-12-30","2013-12-30",145,926,145
16075,"2013-08-08","control","SF","C","oldish","Say ""hello"" to my little friend!",4,9115,0,0,"2013-08-21","2013-12-14",32,2278.75,13
16076,"2013-08-08","control",NA,NA,NA,"Stella!  Hey, Stella!",4,6911,0,0,"2013-08-31","2013-12-16",32.5,1727.75,23
16077,"2013-08-08","control",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
16078,"2013-08-08","control","LA","C",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
16079,"2013-08-08","enrolled",NA,NA,"wise",NA,0,0,0,0,NA,NA,NA,NA,NA
16080,"2013-08-08","enrolled","NY",NA,"wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
16081,"2013-08-08","control","SF",NA,NA,NA,1,2929,0,0,"2013-11-25","2013-11-25",109,2929,109
16082,"2013-08-08","control","LA","D","young",NA,12,18598,0,0,"2013-08-08","2013-12-30",12,1549.83333333333,0
16083,"2013-08-08","enrolled",NA,NA,NA,NA,30,85863,8380,5000,"2013-08-08","2013-12-22",4.53333333333333,2862.1,0
16084,"2013-08-08","enrolled",NA,NA,"oldish","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
16085,"2013-08-08","control","LA","D",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
16086,"2013-08-08","enrolled",NA,NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
16087,"2013-08-08","enrolled","LA","C","young","I'll have what she's having.",8,17279,1680,0,"2013-08-24","2013-11-17",12.625,2159.875,16
16088,"2013-08-08","control","SF",NA,"young",NA,0,0,0,0,NA,NA,NA,NA,NA
16089,"2013-08-08","control","SF","B",NA,NA,1,745,0,0,"2013-12-10","2013-12-10",124,745,124
